-100,0.270355
-90,0.270355
-80,0.270355
-70,0.270355
-60,0.270355
-50,0.270355
-40,0.270355
-30,0.270355
-20,0.270355
-10,0.270355
0,0.270355
10,0.270355
20,0.270355
30,0.270355
40,0.270355
50,0.270355
60,0.270355
70,0.270355
80,0.270355
90,0.270355
100,0.270355
110,0.270355
120,0.270355
130,0.270355
140,0.270355
150,0.270355
160,0.270355
170,0.270355
180,0.270355
190,0.270355
200,0.270355
210,0.270355
220,0.270355
230,0.270355
240,0.270355
250,0.270355
260,0.270355
270,0.270355
280,0.270355
290,0.270355
300,0.270355
310,0.270355
320,0.270355
330,0.270355
340,0.270355
350,0.270355
360,0.270355
370,0.270355
380,0.270355
390,0.346904
400,0.35
-100,0.286015
-90,0.286015
-80,0.286015
-70,0.286015
-60,0.286015
-50,0.286015
-40,0.286015
-30,0.286015
-20,0.286015
-10,0.286015
0,0.286015
10,0.286015
20,0.286015
30,0.286015
40,0.286015
50,0.286015
60,0.286015
70,0.286015
80,0.286015
90,0.286015
100,0.286015
110,0.286015
120,0.286015
130,0.286015
140,0.286015
150,0.286015
160,0.286015
170,0.286015
180,0.286015
190,0.286015
200,0.286015
210,0.286015
220,0.286015
230,0.286015
240,0.286015
250,0.286015
260,0.286015
270,0.286015
280,0.286015
290,0.286015
300,0.286015
310,0.286015
320,0.286015
330,0.286015
340,0.286015
350,0.286015
360,0.286015
370,0.286015
380,0.348036
390,0.355031
400,0.35
-100,0.298752
-90,0.298752
-80,0.298752
-70,0.298752
-60,0.298752
-50,0.298752
-40,0.298752
-30,0.298752
-20,0.298752
-10,0.298752
0,0.298752
10,0.298752
20,0.298752
30,0.298752
40,0.298752
50,0.298752
60,0.298752
70,0.298752
80,0.298752
90,0.298752
100,0.298752
110,0.298752
120,0.298752
130,0.298752
140,0.298752
150,0.298752
160,0.298752
170,0.298752
180,0.298752
190,0.298752
200,0.298752
210,0.298752
220,0.298752
230,0.298752
240,0.298752
250,0.298752
260,0.298752
270,0.298752
280,0.298752
290,0.298752
300,0.298752
310,0.298752
320,0.298752
330,0.298752
340,0.298752
350,0.298752
360,0.298752
370,0.350757
380,0.35962
390,0.355108
400,0.35
-100,0.309477
-90,0.309477
-80,0.309477
-70,0.309477
-60,0.309477
-50,0.309477
-40,0.309477
-30,0.309477
-20,0.309477
-10,0.309477
0,0.309477
10,0.309477
20,0.309477
30,0.309477
40,0.309477
50,0.309477
60,0.309477
70,0.309477
80,0.309477
90,0.309477
100,0.309477
110,0.309477
120,0.309477
130,0.309477
140,0.309477
150,0.309477
160,0.309477
170,0.309477
180,0.309477
190,0.309477
200,0.309477
210,0.309477
220,0.309477
230,0.309477
240,0.309477
250,0.309477
260,0.309477
270,0.309477
280,0.309477
290,0.309477
300,0.309477
310,0.309477
320,0.309477
330,0.309477
340,0.309477
350,0.309477
360,0.354113
370,0.363844
380,0.359805
390,0.355109
400,0.35
-100,0.318727
-90,0.318727
-80,0.318727
-70,0.318727
-60,0.318727
-50,0.318727
-40,0.318727
-30,0.318727
-20,0.318727
-10,0.318727
0,0.318727
10,0.318727
20,0.318727
30,0.318727
40,0.318727
50,0.318727
60,0.318727
70,0.318727
80,0.318727
90,0.318727
100,0.318727
110,0.318727
120,0.318727
130,0.318727
140,0.318727
150,0.318727
160,0.318727
170,0.318727
180,0.318727
190,0.318727
200,0.318727
210,0.318727
220,0.318727
230,0.318727
240,0.318727
250,0.318727
260,0.318727
270,0.318727
280,0.318727
290,0.318727
300,0.318727
310,0.318727
320,0.318727
330,0.318727
340,0.318727
350,0.357694
360,0.367759
370,0.364144
380,0.359807
390,0.355109
400,0.35
-100,0.326845
-90,0.326845
-80,0.326845
-70,0.326845
-60,0.326845
-50,0.326845
-40,0.326845
-30,0.326845
-20,0.326845
-10,0.326845
0,0.326845
10,0.326845
20,0.326845
30,0.326845
40,0.326845
50,0.326845
60,0.326845
70,0.326845
80,0.326845
90,0.326845
100,0.326845
110,0.326845
120,0.326845
130,0.326845
140,0.326845
150,0.326845
160,0.326845
170,0.326845
180,0.326845
190,0.326845
200,0.326845
210,0.326845
220,0.326845
230,0.326845
240,0.326845
250,0.326845
260,0.326845
270,0.326845
280,0.326845
290,0.326845
300,0.326845
310,0.326845
320,0.326845
330,0.326845
340,0.361306
350,0.371406
360,0.368167
370,0.364147
380,0.359807
390,0.355109
400,0.35
-100,0.334064
-90,0.334064
-80,0.334064
-70,0.334064
-60,0.334064
-50,0.334064
-40,0.334064
-30,0.334064
-20,0.334064
-10,0.334064
0,0.334064
10,0.334064
20,0.334064
30,0.334064
40,0.334064
50,0.334064
60,0.334064
70,0.334064
80,0.334064
90,0.334064
100,0.334064
110,0.334064
120,0.334064
130,0.334064
140,0.334064
150,0.334064
160,0.334064
170,0.334064
180,0.334064
190,0.334064
200,0.334064
